"educ","cigpric","white","age","income","cigs","restaurn","lincome","agesq","lcigpric"
13.5,63.6920013427734,1,33,12500,0,0,9.43348407745361,1089,4.15405893325806
16,62.8289985656738,1,49,30000,0,0,10.308952331543,2401,4.14041662216187
10,63.5480003356934,1,19,12500,0,0,9.43348407745361,361,4.15179538726807
16,62.5699996948242,1,50,8500,20,0,9.04782104492188,2500,4.13628578186035
18,62.8289985656738,1,58,30000,0,0,10.308952331543,3364,4.14041662216187
10,62.9729995727539,1,65,20000,0,0,9.90348720550537,4225,4.1427059173584
10,64.2350006103516,1,18,8500,0,0,9.04782104492188,324,4.16254806518555
12,63.2319984436035,1,31,30000,20,0,10.308952331543,961,4.14681053161621
12,62.8289985656738,1,34,20000,0,0,9.90348720550537,1156,4.14041662216187
12,63.4900016784668,1,55,30000,0,0,10.308952331543,3025,4.15088224411011
16,63.2599983215332,1,28,12500,0,0,9.43348407745361,784,4.14725303649902
12,62.5410003662109,1,65,8500,20,0,9.04782104492188,4225,4.13582229614258
8,63.9280014038086,0,68,5500,15,0,8.61250305175781,4624,4.15775728225708
13.5,62.8289985656738,1,29,30000,0,0,10.308952331543,841,4.14041662216187
12,62.6559982299805,0,29,20000,10,0,9.90348720550537,841,4.13765954971313
12,62.8580017089844,1,61,8500,0,0,9.04782104492188,3721,4.14087820053101
16,63.375,1,45,30000,0,0,10.308952331543,2025,4.14906930923462
15,63.318000793457,1,66,20000,0,0,9.90348720550537,4356,4.14816951751709
12,63.5480003356934,1,18,30000,0,0,10.308952331543,324,4.15179538726807
16,62.685001373291,1,44,30000,40,0,10.308952331543,1936,4.13812208175659
12,62.742000579834,1,41,20000,0,0,9.90348720550537,1681,4.13903093338013
6,62.8289985656738,1,31,8500,0,0,9.04782104492188,961,4.14041662216187
12,63.5769996643066,1,61,4500,40,0,8.41183280944824,3721,4.15225172042847
10,63.2319984436035,1,29,20000,0,0,9.90348720550537,841,4.14681053161621
13.5,62.5699996948242,1,70,3500,12,0,8.16051864624023,4900,4.13628578186035
6,63.6920013427734,1,49,5500,20,0,8.61250305175781,2401,4.15405893325806
16,62.8860015869141,0,35,20000,0,0,9.90348720550537,1225,4.14132356643677
12,63.2029991149902,1,28,20000,15,0,9.90348720550537,784,4.14635181427002
12,63.5480003356934,0,30,20000,0,0,9.90348720550537,900,4.15179538726807
13.5,63.9889984130859,0,23,12500,0,0,9.43348407745361,529,4.15871095657349
12,62.7709999084473,1,35,20000,0,0,9.90348720550537,1225,4.13949298858643
12,63.2599983215332,1,24,8500,0,0,9.04782104492188,576,4.14725303649902
16,63.6629981994629,0,22,30000,0,0,10.308952331543,484,4.15360355377197
10,63.6629981994629,1,49,30000,0,0,10.308952331543,2401,4.15360355377197
12,63.2319984436035,1,38,30000,30,0,10.308952331543,1444,4.14681053161621
12,56.173999786377,0,22,30000,0,1,10.308952331543,484,4.0284538269043
16,56.5099983215332,0,45,20000,0,1,9.90348720550537,2025,4.03441762924194
18,56.173999786377,0,39,30000,0,1,10.308952331543,1521,4.0284538269043
15,54.6300010681152,1,61,12500,0,1,9.43348407745361,3721,4.00058317184448
12,54.7639999389648,1,19,30000,0,1,10.308952331543,361,4.00303316116333
18,56.173999786377,1,36,20000,0,1,9.90348720550537,1296,4.0284538269043
10,54.7639999389648,1,21,30000,0,1,10.308952331543,441,4.00303316116333
16,54.6300010681152,1,38,30000,0,1,10.308952331543,1444,4.00058317184448
12,46.931999206543,1,39,30000,0,0,10.308952331543,1521,3.84869980812073
18,47.0349998474121,1,29,20000,0,0,9.90348720550537,841,3.85089206695557
13.5,48.7980003356934,1,44,30000,0,0,10.308952331543,1936,3.88768935203552
12,46.310001373291,1,46,30000,10,0,10.308952331543,2116,3.8353579044342
13.5,47.6570014953613,1,26,30000,0,0,10.308952331543,676,3.8640296459198
13.5,48.0709991455078,1,30,20000,0,0,9.90348720550537,900,3.87267899513245
12,47.3460006713867,1,47,20000,40,0,9.90348720550537,2209,3.85748243331909
6,48.5449981689453,1,64,20000,0,0,9.90348720550537,4096,3.88249111175537
12,47.5009994506836,1,18,20000,5,0,9.90348720550537,324,3.86075067520142
12,47.3460006713867,1,37,12500,20,0,9.43348407745361,1369,3.85748243331909
10,47.6049995422363,0,67,12500,0,0,9.43348407745361,4489,3.86293768882751
10,47.8120002746582,1,29,20000,20,0,9.90348720550537,841,3.86727666854858
18,46.4659996032715,1,60,30000,5,0,10.308952331543,3600,3.83872079849243
12,46.7760009765625,1,39,20000,0,0,9.90348720550537,1521,3.84537029266357
13.5,46.310001373291,1,59,20000,15,0,9.90348720550537,3481,3.8353579044342
6,46.5180015563965,1,75,1500,0,0,7.31322050094604,5625,3.83983945846558
12,48.5449981689453,1,19,30000,15,0,10.308952331543,361,3.88249111175537
13.5,63.4500007629395,1,27,20000,6,0,9.90348720550537,729,4.15025234222412
13.5,62.2270011901855,1,62,20000,0,0,9.90348720550537,3844,4.13078880310059
12,63.1129989624023,1,63,30000,20,0,10.308952331543,3969,4.14492654800415
12,63.4080009460449,1,60,30000,0,0,10.308952331543,3600,4.14959001541138
12,62.8600006103516,1,46,30000,20,0,10.308952331543,2116,4.14091014862061
12,62.2270011901855,1,28,6500,0,0,8.77955722808838,784,4.13078880310059
13.5,62.2270011901855,1,20,20000,15,0,9.90348720550537,400,4.13078880310059
12,63.3660011291504,1,50,20000,0,0,9.90348720550537,2500,4.14892768859863
15,62.0999984741211,1,43,30000,0,0,10.308952331543,1849,4.12874603271484
12,63.3660011291504,1,45,30000,55,0,10.308952331543,2025,4.14892768859863
12,63.2820014953613,1,62,6500,0,0,8.77955722808838,3844,4.14760112762451
6,63.2820014953613,1,70,4500,12,0,8.41183280944824,4900,4.14760112762451
12,64.161003112793,1,58,12500,0,0,9.43348407745361,3364,4.16139554977417
12,64.1070022583008,1,21,30000,0,0,10.308952331543,441,4.16055345535278
13.5,63.0279998779297,1,27,1500,0,0,7.31322050094604,729,4.14357900619507
18,64.213996887207,1,47,30000,0,0,10.308952331543,2209,4.16222143173218
10,63.9990005493164,1,68,12500,0,0,9.43348407745361,4624,4.15886735916138
10,63.2820014953613,1,17,30000,2,0,10.308952331543,289,4.14760112762451
16,62.2270011901855,1,35,20000,0,0,9.90348720550537,1225,4.13078880310059
12,62.6910018920898,1,37,30000,0,0,10.308952331543,1369,4.13821792602539
16,63.8380012512207,1,30,20000,20,0,9.90348720550537,900,4.15634870529175
10,63.4080009460449,1,19,30000,0,0,10.308952331543,361,4.14959001541138
12,63.4930000305176,1,54,12500,30,0,9.43348407745361,2916,4.15092945098877
12,63.8380012512207,1,41,30000,10,0,10.308952331543,1681,4.15634870529175
12,62.2270011901855,1,34,30000,0,0,10.308952331543,1156,4.13078880310059
13.5,62.6910018920898,1,28,6500,20,0,8.77955722808838,784,4.13821792602539
13.5,62.185001373291,1,26,20000,30,0,9.90348720550537,676,4.13011360168457
12,62.4799995422363,1,18,30000,0,0,10.308952331543,324,4.13484668731689
12,62.8680000305176,1,19,20000,0,0,9.90348720550537,361,4.14103746414185
6,61.2509994506836,1,29,20000,0,0,9.90348720550537,841,4.11498022079468
8,59.9879989624023,1,60,12500,15,0,9.43348407745361,3600,4.09414434432983
18,61.3930015563965,1,50,20000,0,0,9.90348720550537,2500,4.11729574203491
12,60.7070007324219,1,52,20000,40,0,9.90348720550537,2704,4.10605907440186
15,61.2509994506836,1,22,30000,5,0,10.308952331543,484,4.11498022079468
10,60.0359992980957,1,38,20000,40,0,9.90348720550537,1444,4.0949444770813
10,60.2270011901855,1,63,12500,0,0,9.43348407745361,3969,4.09812068939209
16,60.9949989318848,1,23,12500,0,0,9.43348407745361,529,4.11079168319702
18,61.818000793457,0,52,30000,20,0,10.308952331543,2704,4.12419462203979
18,61.6759986877441,1,31,12500,0,0,9.43348407745361,961,4.12189483642578
16,60.7070007324219,1,30,20000,0,0,9.90348720550537,900,4.10605907440186
10,59.9879989624023,1,18,20000,0,0,9.90348720550537,324,4.09414434432983
10,59.6520004272461,1,47,30000,20,0,10.308952331543,2209,4.08852767944336
