"husage","husunion","husearns","huseduc","husblck","hushisp","hushrs","kidge6","earns","age","black","educ","hispanic","union","faminc","husexp","exper","kidlt6","hours","expersq","nwifeinc","inlf","hrwage","lwage"
52,1,360,14,1,0,40,1,440,52,1,14,0,0,17500,32,32,0,40,1024,0,1,11,2.39789533615112
30,1,520,12,0,0,43,0,0,21,0,12,0,NA,8750,12,3,1,0,9,8.75,0,NA,NA
27,1,104,11,1,0,14,0,0,30,1,12,0,NA,3000,10,12,1,0,144,3,0,NA,NA
37,0,800,17,0,0,30,1,0,38,0,13,0,NA,27500,14,19,0,0,361,27.5,0,NA,NA
30,0,600,16,0,0,50,0,575,29,0,16,0,0,45000,8,7,1,40,49,15.1000003814697,1,14.375,2.66549062728882
34,0,280,13,0,0,0,0,0,32,0,13,0,NA,45000,15,13,1,0,169,45,0,NA,NA
31,NA,0,10,0,0,0,1,0,32,0,0,0,NA,32500,15,26,0,0,676,32.5,0,NA,NA
67,NA,0,12,0,0,0,0,248,55,0,12,0,1,0,49,37,0,30,1369,0,1,8.26666641235352,2.11223125457764
47,0,680,15,0,0,40,0,0,46,0,13,0,NA,55000,26,27,0,0,729,55,0,NA,NA
41,0,450,16,0,0,40,0,392,40,0,16,0,1,32500,19,18,0,40,324,12.1160001754761,1,9.80000019073486,2.28238248825073
51,NA,0,14,0,0,40,1,264,49,0,14,0,0,112500,31,29,0,0,841,98.7720031738281,0,NA,NA
33,NA,0,12,0,0,40,0,1250,33,0,16,0,1,45000,15,11,1,48,121,0,1,26.0416660308838,3.25969791412354
35,0,400,12,0,0,40,0,378,34,0,12,0,0,22500,17,16,1,48,256,2.84400010108948,1,7.875,2.0636932849884
24,0,366,16,0,0,43,0,326,24,0,16,0,0,37500,2,2,0,40,4,20.5480003356934,1,8.14999961853027,2.0980179309845
25,0,300,13,0,0,55,0,0,21,0,12,0,NA,17500,6,3,1,0,9,17.5,0,NA,NA
44,1,540,12,0,0,40,1,360,41,0,14,0,1,55000,26,21,0,40,441,36.2799987792969,1,9,2.19722461700439
45,1,700,13,0,0,41,1,40,42,0,12,0,0,3000,26,24,0,20,576,0.920000016689301,1,2,0.6931471824646
77,NA,0,18,0,0,0,0,0,55,0,14,0,NA,45000,53,35,0,0,1225,45,0,NA,NA
21,0,402,11,0,0,33,0,0,20,0,11,0,NA,22500,4,3,1,0,9,22.5,0,NA,NA
41,0,520,12,0,0,40,1,346,36,0,12,0,0,45000,23,18,0,40,324,27.007999420166,1,8.64999961853027,2.15755939483643
53,0,800,12,0,0,65,0,300,53,0,12,0,0,67500,35,35,0,40,1225,51.9000015258789,1,7.5,2.01490306854248
50,NA,0,15,0,0,60,0,0,40,0,12,0,NA,55000,29,22,0,0,484,55,0,NA,NA
53,1,520,12,0,0,40,0,360,51,0,11,0,1,55000,35,34,0,40,1156,36.2799987792969,1,9,2.19722461700439
43,0,711,18,0,0,55,0,415,43,0,12,0,0,55000,19,25,0,45,625,33.4199981689453,1,9.22222232818604,2.22161602973938
45,NA,0,18,0,0,60,0,500,43,0,13,0,0,112500,21,24,0,0,576,86.5,0,NA,NA
26,0,298,12,0,0,40,0,200,24,0,16,0,1,17500,8,2,1,40,4,7.09999990463257,1,5,1.60943794250488
30,NA,0,12,0,0,0,0,342,25,0,12,0,0,32500,12,7,1,40,49,14.7159996032715,1,8.55000019073486,2.14593124389648
41,0,850,16,0,0,40,0,0,30,0,16,0,NA,37500,19,8,1,0,64,37.5,0,NA,NA
52,0,1000,18,0,0,48,0,0,50,0,16,0,NA,112500,28,28,0,0,784,112.5,0,NA,NA
48,0,481,12,0,0,40,0,100,46,0,12,0,0,22500,30,28,1,12,784,17.2999992370605,1,8.33333301544189,2.12026357650757
25,0,440,16,0,0,55,0,105,26,0,14,0,0,22500,3,6,1,15,36,17.0400009155273,1,7,1.94591009616852
31,1,700,13,0,0,40,0,600,39,0,14,0,1,17500,12,19,0,48,361,0,1,12.5,2.52572870254517
39,0,600,12,0,0,45,1,500,39,0,13,0,0,45000,21,20,0,40,400,19,1,12.5,2.52572870254517
50,NA,0,12,0,0,0,0,0,50,0,11,0,NA,22500,32,33,0,0,1089,22.5,0,NA,NA
34,0,315,16,0,0,60,0,420,28,0,13,0,0,32500,12,9,0,40,81,10.6599998474121,1,10.5,2.35137534141541
27,0,414,12,0,0,40,0,287,27,0,12,0,0,32500,9,9,1,40,81,17.576000213623,1,7.17500019073486,1.9706027507782
39,0,837,17,0,0,38,1,216,36,0,14,0,0,55000,16,16,0,24,256,43.7680015563965,1,9,2.19722461700439
60,0,30,9,0,0,0,0,500,46,0,12,0,0,6250,45,28,0,40,784,0,1,12.5,2.52572870254517
39,0,300,12,0,0,60,1,180,42,0,12,0,0,0,21,24,0,24,576,0,1,7.5,2.01490306854248
33,NA,0,12,0,0,0,0,204,25,0,11,0,0,17500,15,8,1,48,64,6.89200019836426,1,4.25,1.44691896438599
44,0,500,13,0,0,40,1,300,41,0,12,0,0,45000,25,23,0,40,529,29.3999996185303,1,7.5,2.01490306854248
39,0,725,12,0,0,55,1,293,42,0,15,0,0,45000,21,21,0,40,441,29.7639999389648,1,7.32499980926514,1.9912930727005
59,1,550,11,0,0,40,0,192,58,0,12,0,0,37500,42,40,0,24,1600,27.5160007476807,1,8,2.0794415473938
52,NA,0,17,0,0,0,0,0,44,0,12,0,NA,11500,29,26,0,0,676,11.5,0,NA,NA
40,0,810,12,0,0,90,0,50,37,0,16,0,0,37500,22,15,1,0,225,34.9000015258789,0,NA,NA
42,1,425,18,0,0,40,1,120,35,0,12,0,0,32500,18,17,0,28,289,26.2600002288818,1,4.2857141494751,1.45528721809387
48,1,480,14,1,0,40,1,200,45,1,12,0,0,22500,28,27,0,40,729,12.1000003814697,1,5,1.60943794250488
54,NA,0,13,0,0,40,0,296,53,0,18,0,0,37500,35,29,0,40,841,22.1079998016357,1,7.40000009536743,2.00148010253906
55,NA,0,9,0,1,0,1,150,55,0,12,1,1,112500,40,37,0,40,1369,104.699996948242,1,3.75,1.32175588607788
24,0,342,12,0,0,50,0,0,22,0,12,0,NA,0,6,4,0,0,16,0,0,NA,NA
31,1,440,14,1,0,40,0,330,24,1,13,0,1,32500,11,5,1,30,25,15.3400001525879,1,11,2.39789533615112
48,1,640,10,0,0,40,0,170,50,0,13,0,0,67500,32,31,0,45,961,58.6599998474121,1,3.77777767181396,1.32913589477539
47,0,420,12,0,0,50,0,1000,47,0,12,0,0,112500,29,29,0,72,841,60.5,1,13.8888893127441,2.63108921051025
30,0,520,12,1,0,40,1,300,30,1,12,0,0,13750,12,12,0,48,144,0,1,6.25,1.83258152008057
34,NA,0,12,0,0,0,1,0,32,0,12,0,NA,22500,16,14,0,0,196,22.5,0,NA,NA
38,0,375,12,0,0,53,1,218,32,0,11,0,0,22500,20,15,0,25,225,11.1639995574951,1,8.72000026702881,2.16561937332153
36,0,1788,16,0,0,35,0,0,41,0,18,0,NA,3000,14,17,1,0,289,3,0,NA,NA
36,NA,0,12,0,0,20,0,0,36,0,12,0,NA,8750,18,18,1,0,324,8.75,0,NA,NA
40,NA,0,11,1,1,0,1,500,43,1,12,1,0,13750,23,25,0,35,625,0,1,14.2857141494751,2.65926003456116
40,0,720,12,0,0,40,0,0,36,0,12,0,NA,37500,22,18,1,0,324,37.5,0,NA,NA
27,0,440,12,0,0,40,0,320,27,0,12,0,0,3000,9,9,1,40,81,0,1,8,2.0794415473938
44,1,650,14,0,0,48,0,340,30,0,16,0,1,112500,24,8,0,40,64,94.8199996948242,1,8.5,2.14006614685059
35,1,840,16,0,0,40,0,0,31,0,12,0,NA,45000,13,13,1,0,169,45,0,NA,NA
42,0,200,12,0,0,55,1,238,39,0,12,0,1,22500,24,21,0,35,441,10.1239995956421,1,6.80000019073486,1.91692268848419
76,NA,0,6,0,0,0,0,0,40,0,12,0,NA,17500,64,22,0,0,484,17.5,0,NA,NA
23,0,750,16,0,0,40,0,400,25,0,14,0,0,45000,1,5,0,40,25,24.2000007629395,1,10,2.30258512496948
48,1,1200,14,0,0,46,1,475,45,0,12,0,0,45000,28,27,0,0,729,20.2999992370605,0,NA,NA
39,0,425,12,0,0,40,0,125,35,0,12,0,0,17500,21,17,1,0,289,11,0,NA,NA
33,1,442,12,0,0,40,0,0,27,0,12,0,NA,22500,15,9,1,0,81,22.5,0,NA,NA
33,0,425,12,0,0,40,1,450,32,0,12,0,0,67500,15,14,0,40,196,44.0999984741211,1,11.25,2.42036819458008
46,0,617,12,0,0,36,0,0,46,0,12,0,NA,55000,28,28,0,0,784,55,0,NA,NA
40,0,823,18,0,0,60,0,0,39,0,18,0,NA,3000,16,15,1,0,225,3,0,NA,NA
53,0,480,12,1,0,40,0,350,43,1,12,0,0,37500,35,25,0,0,625,19.2999992370605,0,NA,NA
26,0,600,12,0,1,40,0,0,23,0,6,1,NA,17500,8,11,1,0,121,17.5,0,NA,NA
45,0,122,13,0,0,27,0,585,41,0,14,0,0,45000,26,21,0,60,441,14.5799999237061,1,9.75,2.27726721763611
26,NA,0,10,0,0,0,0,378,25,0,11,0,0,0,10,8,1,36,64,0,1,10.5,2.35137534141541
31,0,220,8,0,0,32,0,480,39,0,16,0,0,6250,17,17,1,32,289,0,1,15,2.70805025100708
40,0,840,16,0,0,40,0,218,28,0,8,0,0,45000,18,14,1,40,196,33.6640014648438,1,5.44999980926514,1.69561553001404
38,0,480,12,0,0,48,1,294,35,0,12,0,0,45000,20,17,0,40,289,29.7119998931885,1,7.34999990463257,1.99470031261444
29,1,475,16,0,0,38,0,750,26,0,16,0,1,45000,7,4,1,50,16,6,1,15,2.70805025100708
49,1,200,10,0,0,0,1,200,49,0,10,0,1,17500,33,33,0,24,1089,7.09999990463257,1,8.33333301544189,2.12026357650757
41,0,360,12,0,0,40,1,289,38,0,12,0,0,32500,23,20,0,40,400,17.4720001220703,1,7.22499990463257,1.97754716873169
37,1,559,16,0,0,40,1,900,39,0,16,0,1,45000,15,17,0,40,289,0,1,22.5,3.11351537704468
43,1,720,12,0,0,39,1,35,44,0,12,0,0,45000,25,26,0,5,676,43.1800003051758,1,7,1.94591009616852
58,NA,0,12,0,1,0,0,200,47,0,12,1,1,37500,40,29,0,40,841,27.1000003814697,1,5,1.60943794250488
58,NA,0,18,0,0,0,0,0,52,0,12,0,NA,45000,34,34,0,0,1156,45,0,NA,NA
37,1,900,16,0,0,45,0,480,38,0,13,0,0,3000,15,19,1,40,361,0,1,12,2.4849066734314
53,0,1216,15,0,0,46,0,0,57,0,15,0,NA,67500,32,36,0,0,1296,67.5,0,NA,NA
33,0,372,16,0,0,32,0,150,30,0,13,0,0,27500,11,11,1,25,121,19.7000007629395,1,6,1.7917594909668
34,0,375,12,0,0,60,1,0,31,0,12,0,NA,27500,16,13,0,0,169,27.5,0,NA,NA
47,0,1000,14,0,0,40,1,1120,44,0,14,0,1,55000,27,24,0,40,576,0,1,28,3.33220458030701
47,NA,0,16,0,0,70,0,0,52,0,16,0,NA,32500,25,30,0,0,900,32.5,0,NA,NA
34,0,640,14,0,0,40,0,0,34,0,12,0,NA,112500,14,16,1,0,256,112.5,0,NA,NA
30,0,900,16,0,0,40,0,800,31,0,16,0,0,67500,8,9,0,40,81,25.8999996185303,1,20,2.99573230743408
30,0,700,16,1,0,40,0,800,31,1,18,0,0,55000,8,7,0,40,49,13.3999996185303,1,20,2.99573230743408
64,0,751,12,0,0,44,0,0,58,0,6,0,NA,32500,46,46,0,0,2116,32.5,0,NA,NA
31,0,525,16,0,0,50,1,290,42,0,13,0,0,37500,9,23,0,40,529,22.4200000762939,1,7.25,1.981001496315
63,0,300,8,0,0,70,0,0,57,0,12,0,NA,32500,49,39,0,0,1521,32.5,0,NA,NA
68,NA,0,12,1,0,0,1,405,58,1,12,0,0,37500,50,40,0,40,1600,16.4400005340576,1,10.125,2.31500768661499
46,1,1384,16,0,0,50,0,692,46,0,18,0,1,3000,24,22,0,40,484,0,1,17.2999992370605,2.85070633888245
28,0,1500,18,0,0,80,0,0,27,0,16,0,NA,112500,4,5,1,0,25,112.5,0,NA,NA
32,1,525,16,0,0,45,0,180,32,0,13,0,0,3000,10,13,1,14,169,0,1,12.8571424484253,2.55389952659607
39,0,368,13,0,0,40,0,250,43,0,12,0,0,17500,20,25,0,25,625,4.5,1,10,2.30258512496948
30,0,100,12,0,0,40,0,0,30,0,12,0,NA,27500,12,12,1,0,144,27.5,0,NA,NA
45,1,376,12,0,0,40,1,76,42,0,12,0,0,32500,27,24,0,10,576,28.5480003356934,1,7.59999990463257,2.02814817428589
34,0,1000,16,0,0,40,0,250,26,0,13,0,0,55000,12,7,1,25,49,42,1,10,2.30258512496948
50,NA,0,16,0,0,40,1,540,46,0,16,0,0,67500,28,24,0,40,576,39.4199981689453,1,13.5,2.60268974304199
31,NA,0,12,0,0,60,1,425,35,0,12,0,0,55000,13,17,0,0,289,32.9000015258789,0,NA,NA
39,0,240,15,1,0,32,1,520,30,1,12,0,0,55000,18,12,0,40,144,27.9599990844727,1,13,2.56494927406311
41,0,500,14,0,0,60,0,0,34,0,12,0,NA,37500,21,16,1,0,256,37.5,0,NA,NA
64,NA,0,16,0,0,0,0,0,53,0,18,0,NA,112500,42,29,0,0,841,112.5,0,NA,NA
32,1,1000,15,0,0,50,0,0,33,0,16,0,NA,55000,11,11,1,0,121,55,0,NA,NA
46,0,1923,18,0,0,60,0,0,49,0,16,0,NA,112500,22,27,0,0,729,112.5,0,NA,NA
56,0,375,13,0,0,50,0,105,58,0,16,0,0,37500,37,36,0,0,1296,32.0400009155273,0,NA,NA
34,0,930,16,0,0,45,1,0,35,0,12,0,NA,45000,12,17,0,0,289,45,0,NA,NA
28,0,167,12,0,0,40,0,0,29,0,12,0,NA,17500,10,11,1,0,121,17.5,0,NA,NA
36,0,800,12,0,0,40,0,270,31,0,12,0,0,37500,18,13,1,40,169,23.4599990844727,1,6.75,1.90954256057739
32,NA,0,12,0,0,24,0,0,28,0,12,0,NA,17500,14,10,1,0,100,17.5,0,NA,NA
37,0,500,12,0,0,60,1,375,36,0,12,0,0,67500,19,18,0,0,324,48,0,NA,NA
28,0,220,12,0,0,40,0,200,28,0,12,0,0,32500,10,10,0,40,100,22.1000003814697,1,5,1.60943794250488
31,0,300,10,0,0,30,0,0,26,0,14,0,NA,27500,15,6,1,0,36,27.5,0,NA,NA
54,NA,0,12,0,0,0,0,288,51,0,13,0,0,45000,36,32,0,40,1024,30.0240001678467,1,7.19999980926514,1.97408103942871
40,1,714,12,0,0,50,1,85,41,0,12,0,0,22500,22,23,0,21,529,18.0799999237061,1,4.0476188659668,1.39812874794006
44,NA,0,14,0,0,65,1,0,38,0,14,0,NA,17500,24,18,0,0,324,17.5,0,NA,NA
60,NA,0,12,0,0,0,1,240,40,0,14,0,1,112500,42,20,0,24,400,100.019996643066,1,10,2.30258512496948
50,NA,0,18,0,1,45,1,0,45,0,14,1,NA,112500,26,25,0,0,625,112.5,0,NA,NA
33,0,360,12,0,0,40,0,0,34,0,8,0,NA,17500,15,20,1,0,400,17.5,0,NA,NA
42,1,175,12,1,0,0,1,180,37,1,14,0,1,6250,24,17,0,35,289,0,1,5.14285707473755,1.63760876655579
48,1,821,18,0,0,60,0,770,45,0,18,0,0,3000,24,21,0,45,441,0,1,17.1111106872559,2.83972811698914
34,0,320,18,0,0,65,0,0,37,0,18,0,NA,11500,10,13,1,0,169,11.5,0,NA,NA
42,0,360,12,0,0,40,0,0,41,0,13,0,NA,0,24,22,0,0,484,0,0,NA,NA
35,0,1096,18,0,0,50,1,384,34,0,17,0,0,112500,11,11,0,35,121,92.5319976806641,1,10.9714288711548,2.3952944278717
75,NA,0,14,0,0,0,0,0,38,0,13,0,NA,13750,55,19,0,0,361,13.75,0,NA,NA
26,0,480,12,0,0,40,0,288,25,0,13,0,0,45000,8,6,1,40,36,30.0240001678467,1,7.19999980926514,1.97408103942871
34,0,1200,16,0,0,65,0,0,30,0,14,0,NA,55000,12,10,1,0,100,55,0,NA,NA
31,0,850,18,0,0,60,0,0,30,0,18,0,NA,67500,7,6,1,0,36,67.5,0,NA,NA
32,0,175,17,0,0,40,0,220,30,0,14,0,0,17500,9,10,1,40,100,6.05999994277954,1,5.5,1.70474803447723
45,0,200,13,0,0,60,1,125,39,0,12,0,0,27500,26,21,0,40,441,21,1,3.125,1.13943433761597
32,NA,0,12,0,0,40,0,400,28,0,12,0,0,17500,14,10,1,40,100,0,1,10,2.30258512496948
43,NA,0,12,0,0,24,0,312,43,0,12,0,0,55000,25,25,0,40,625,38.7760009765625,1,7.80000019073486,2.05412364006042
24,0,540,14,0,0,72,0,325,23,0,14,0,0,45000,4,3,0,40,9,28.1000003814697,1,8.125,2.09494566917419
56,0,1067,14,0,0,40,0,1100,52,0,18,0,0,112500,36,28,0,40,784,55.2999992370605,1,27.5,3.31418609619141
33,0,400,14,0,0,44,0,350,27,0,17,0,1,37500,13,4,0,45,16,19.2999992370605,1,7.77777767181396,2.0512707233429
59,1,498,12,0,0,37,0,0,44,0,16,0,NA,37500,41,22,0,0,484,37.5,0,NA,NA
57,NA,0,7,0,0,0,0,400,51,0,12,0,0,37500,44,33,0,40,1089,16.7000007629395,1,10,2.30258512496948
55,NA,0,13,0,0,0,0,0,55,0,13,0,NA,27500,36,36,0,0,1296,27.5,0,NA,NA
45,1,750,17,0,0,40,1,750,46,0,17,0,1,67500,22,23,0,40,529,28.5,1,18.75,2.93119382858276
30,0,500,12,0,0,40,0,158,28,0,12,0,0,27500,12,10,1,30,100,19.2840003967285,1,5.26666688919067,1.66139769554138
47,0,590,18,0,0,40,1,600,44,0,18,0,1,67500,23,20,0,40,400,36.2999992370605,1,15,2.70805025100708
30,0,700,16,0,0,40,0,0,29,0,12,0,NA,32500,8,11,1,0,121,32.5,0,NA,NA
37,NA,0,12,0,0,96,1,0,34,0,12,0,NA,112500,19,16,0,0,256,112.5,0,NA,NA
39,1,760,12,0,0,40,1,0,38,0,12,0,NA,45000,21,20,0,0,400,45,0,NA,NA
54,1,190,12,0,0,40,0,440,53,0,15,0,1,67500,36,32,0,0,1024,44.6199989318848,0,NA,NA
36,1,600,14,0,0,40,1,176,32,0,14,0,0,37500,16,12,0,30,144,28.3479995727539,1,5.86666679382324,1.76928663253784
46,0,1150,16,0,0,44,1,220,47,0,14,0,0,3000,24,27,0,40,729,0,1,5.5,1.70474803447723
33,0,720,13,0,0,40,1,800,42,0,16,0,0,112500,14,20,0,40,400,70.9000015258789,1,20,2.99573230743408
48,1,624,12,0,0,58,1,403,47,0,12,0,0,55000,30,29,0,40,841,34.0439987182617,1,10.0749998092651,2.31005716323853
41,NA,0,15,0,1,50,1,300,39,0,16,0,0,22500,20,17,0,40,289,6.90000009536743,1,7.5,2.01490306854248
27,0,250,10,0,0,30,0,200,23,0,12,0,0,17500,11,5,0,40,25,7.09999990463257,1,5,1.60943794250488
29,0,682,16,0,0,40,0,350,30,0,16,0,0,45000,7,8,0,40,64,26.7999992370605,1,8.75,2.16905379295349
38,0,1300,16,0,0,45,0,0,43,0,16,0,NA,112500,16,21,1,0,441,112.5,0,NA,NA
47,NA,0,12,0,0,60,0,0,38,0,18,0,NA,45000,29,14,0,0,196,45,0,NA,NA
69,NA,0,16,0,0,0,0,0,36,0,14,0,NA,22500,47,16,0,0,256,22.5,0,NA,NA
38,1,1923,16,0,0,50,1,560,37,0,14,0,0,112500,16,17,0,50,289,83.379997253418,1,11.1999998092651,2.41591382026672
39,1,700,12,0,0,44,0,0,26,0,12,0,NA,37500,21,8,1,0,64,37.5,0,NA,NA
43,NA,0,17,0,0,75,1,0,41,0,16,0,NA,112500,20,19,0,0,361,112.5,0,NA,NA
44,NA,0,12,0,0,0,1,0,44,0,12,0,NA,27500,26,26,0,0,676,27.5,0,NA,NA
62,NA,0,16,0,0,0,0,0,59,0,16,0,NA,37500,40,37,0,0,1369,37.5,0,NA,NA
44,NA,0,13,0,0,60,1,250,42,0,12,0,0,37500,25,24,0,35,576,24.5,1,7.14285707473755,1.96611285209656
58,0,846,14,0,0,40,0,160,57,0,12,0,0,27500,38,39,0,21,1521,19.1800003051758,1,7.61904764175415,2.03065133094788
43,0,961,18,0,0,40,1,577,41,0,13,0,0,3000,19,22,0,40,484,0,1,14.4250001907349,2.66896271705627
28,0,1923,16,0,0,60,0,615,27,0,16,0,0,3000,6,5,0,40,25,0,1,15.375,2.73274278640747
36,0,400,2,0,0,40,0,0,35,0,13,0,NA,17500,28,16,0,0,256,17.5,0,NA,NA
48,0,715,12,0,0,40,1,515,39,0,18,0,1,45000,30,15,0,50,225,18.2199993133545,1,10.3000001907349,2.33214402198792
20,0,280,11,0,0,40,0,210,19,0,10,0,0,17500,3,3,1,30,9,6.57999992370605,1,7,1.94591009616852
35,1,700,17,0,0,40,0,700,34,0,17,0,1,67500,12,11,1,40,121,31.1000003814697,1,17.5,2.86220097541809
55,1,650,2,1,0,40,1,250,53,1,16,0,0,37500,47,31,0,40,961,24.5,1,6.25,1.83258152008057
45,1,800,12,0,0,32,0,240,41,0,12,0,0,3000,27,23,0,0,529,0,0,NA,NA
39,NA,0,14,0,0,0,1,0,37,0,12,0,NA,0,19,19,0,0,361,0,0,NA,NA
31,0,260,9,0,1,40,0,0,25,1,9,0,NA,13750,16,10,1,0,100,13.75,0,NA,NA
28,0,280,12,0,0,40,0,0,29,0,12,0,NA,22500,10,11,1,0,121,22.5,0,NA,NA
50,1,805,13,1,0,32,0,0,46,1,13,0,NA,45000,31,27,1,0,729,45,0,NA,NA
38,0,950,16,0,0,50,0,240,32,0,16,1,0,55000,16,10,1,48,100,42.5200004577637,1,5,1.60943794250488
25,0,400,12,0,0,40,1,206,26,0,12,0,0,27500,7,8,0,40,64,16.7880001068115,1,5.15000009536743,1.63899672031403
43,0,300,14,0,0,45,0,0,39,0,14,0,NA,22500,23,19,1,0,361,22.5,0,NA,NA
50,NA,0,12,0,0,0,0,208,38,0,12,0,0,11500,32,20,0,35,400,0.684000015258789,1,5.94285726547241,1.7821900844574
56,0,800,9,0,0,40,0,500,53,0,12,0,0,45000,41,35,0,40,1225,19,1,12.5,2.52572870254517
31,NA,0,12,0,0,40,1,0,31,0,12,0,NA,32500,13,13,0,0,169,32.5,0,NA,NA
48,0,285,13,0,0,54,0,300,41,0,13,0,0,32500,29,22,0,40,484,16.8999996185303,1,7.5,2.01490306854248
42,NA,0,12,0,0,28,0,340,44,0,12,0,0,0,24,26,0,0,676,0,0,NA,NA
52,0,850,12,0,0,40,0,360,49,0,12,0,0,67500,34,31,0,40,961,48.7799987792969,1,9,2.19722461700439
57,0,1700,13,0,0,60,0,0,56,0,16,0,NA,112500,38,34,0,0,1156,112.5,0,NA,NA
53,0,900,8,0,0,20,1,85,37,0,11,0,0,17500,39,20,0,20,400,13.0799999237061,1,4.25,1.44691896438599
55,NA,0,18,0,0,0,0,500,54,0,16,0,0,67500,31,32,0,40,1024,41.5,1,12.5,2.52572870254517
45,NA,0,12,0,0,60,0,0,55,0,12,0,NA,0,27,37,0,0,1369,0,0,NA,NA
42,0,981,18,0,0,48,1,1056,46,0,18,0,0,112500,18,22,0,45,484,57.5880012512207,1,23.466667175293,3.15558099746704
32,1,700,16,0,0,40,0,600,30,0,16,0,1,67500,10,8,1,35,64,36.2999992370605,1,17.1428565979004,2.84158158302307
27,0,250,12,0,0,48,0,234,28,0,12,0,0,22500,9,10,0,40,100,10.3319997787476,1,5.84999990463257,1.76644170284271
37,0,255,12,0,0,30,1,166,36,0,12,0,0,22500,19,18,0,35,324,13.8680000305176,1,4.74285697937012,1.55663967132568
25,0,200,12,0,0,52,0,170,24,0,11,0,0,11500,7,7,0,36,49,2.66000008583069,1,4.72222232818604,1.55227947235107
64,0,500,5,1,0,40,1,300,54,1,10,0,0,37500,53,38,0,40,1444,21.8999996185303,1,7.5,2.01490306854248
46,0,865,14,0,0,56,0,250,43,0,12,0,0,37500,26,25,0,40,625,24.5,1,6.25,1.83258152008057
51,0,320,8,1,0,40,0,320,40,1,12,0,0,32500,37,22,0,40,484,15.8599996566772,1,8,2.0794415473938
58,0,750,12,0,1,40,0,0,54,0,14,1,NA,32500,40,34,0,0,1156,32.5,0,NA,NA
43,0,450,10,0,0,60,1,200,36,0,6,0,0,32500,27,24,0,36,576,22.1000003814697,1,5.55555534362793,1.71479833126068
35,0,326,14,0,0,50,1,225,37,0,15,0,0,22500,15,16,0,40,256,10.8000001907349,1,5.625,1.72722089290619
30,1,700,12,0,0,45,0,370,28,0,12,0,0,45000,12,10,1,0,100,25.7600002288818,0,NA,NA
44,1,800,12,0,0,40,0,0,33,0,12,0,NA,37500,26,15,1,0,225,37.5,0,NA,NA
54,NA,0,10,0,0,60,0,0,48,0,9,0,NA,37500,38,33,0,0,1089,37.5,0,NA,NA
26,0,351,11,0,0,99,0,119,27,0,12,0,1,13750,9,9,1,0,81,7.56199979782104,0,NA,NA
45,0,615,16,1,0,40,1,731,43,1,16,0,1,67500,23,21,0,40,441,29.488000869751,1,18.2749996185303,2.90553402900696
44,0,600,14,0,0,40,1,0,40,0,12,0,NA,27500,24,22,0,0,484,27.5,0,NA,NA
57,1,816,13,0,0,38,0,192,56,0,12,0,0,55000,38,38,0,24,1444,45.015998840332,1,8,2.0794415473938
36,NA,0,12,0,0,0,0,0,31,0,12,0,NA,6250,18,13,1,0,169,6.25,0,NA,NA
30,0,1500,14,0,0,55,0,0,57,0,11,0,NA,37500,10,40,1,0,1600,37.5,0,NA,NA
77,NA,0,12,0,0,0,0,0,30,0,16,0,NA,11500,59,8,0,0,64,11.5,0,NA,NA
53,NA,0,12,0,0,0,1,0,48,0,12,0,NA,32500,35,30,0,0,900,32.5,0,NA,NA
31,0,1250,14,0,0,55,0,0,28,0,15,0,NA,67500,11,7,0,0,49,67.5,0,NA,NA
52,1,612,9,0,0,40,0,660,52,0,12,0,1,67500,37,34,0,40,1156,33.1800003051758,1,16.5,2.80336046218872
42,0,1923,18,0,0,50,0,0,40,0,14,0,NA,112500,18,20,1,0,400,112.5,0,NA,NA
52,NA,0,3,0,1,0,0,0,52,0,8,0,NA,22500,43,38,0,0,1444,22.5,0,NA,NA
52,NA,0,16,0,0,40,0,130,52,0,14,0,0,55000,30,32,0,6,1024,48.2400016784668,1,21.6666660308838,3.0757749080658
40,0,1000,18,0,0,40,0,0,44,0,18,0,NA,67500,16,20,0,0,400,67.5,0,NA,NA
41,1,440,12,0,0,40,1,0,32,0,11,0,NA,27500,23,15,0,0,225,27.5,0,NA,NA
45,0,500,14,0,0,50,0,360,39,0,13,0,0,55000,25,20,0,50,400,36.2799987792969,1,7.19999980926514,1.97408103942871
23,0,336,12,0,0,40,0,232,23,0,12,0,0,22500,5,5,1,40,25,10.4359998703003,1,5.80000019073486,1.75785791873932
27,0,400,12,0,0,40,0,325,24,0,12,0,0,37500,9,6,0,40,36,20.6000003814697,1,8.125,2.09494566917419
53,0,480,12,0,0,40,1,550,52,0,12,0,0,45000,35,34,0,40,1156,16.3999996185303,1,13.75,2.62103891372681
34,NA,0,14,0,0,40,0,0,31,0,16,0,NA,45000,14,9,1,0,81,45,0,NA,NA
46,NA,0,8,1,0,0,1,0,40,1,8,0,NA,32500,32,26,0,0,676,32.5,0,NA,NA
50,NA,0,14,0,0,65,0,200,50,0,15,0,0,112500,30,29,0,0,841,102.099998474121,0,NA,NA
48,NA,0,12,0,0,40,0,1250,43,0,13,0,0,112500,30,24,0,55,576,47.5,1,22.7272720336914,3.12356567382812
61,0,650,13,0,1,40,1,195,51,0,18,1,0,55000,42,27,0,30,729,44.8600006103516,1,6.5,1.8718022108078
36,0,750,15,0,0,50,1,225,37,0,14,0,0,55000,15,17,0,35,289,43.2999992370605,1,6.42857122421265,1.86075234413147
