"Student","Gender","PSATM","SATM","ACTM","Rank","Size","GPAadj","PlcmtScore","Recommends","Course","Grade","RecTaken","TooHigh","TooLow","CourseSuccess"
972,NA,NA,NA,28,264,617,30,29,"R1",120,"B+",1,1,0,1
974,NA,NA,56,23,87,634,37,32,"R1",120,"C",1,1,0,0
976,NA,59,NA,25,55,499,37,32,"R1",120,"C",1,1,0,0
977,NA,58,NA,29,70,677,37,36,"R1",120,"A-",1,1,0,1
978,NA,NA,62,25,206,445,33,25,"R1",120,"B",1,1,0,1
979,NA,NA,NA,29,94,380,33,30,"R1",120,"B+",1,1,0,1
980,NA,60,NA,24,66,428,32,26,"R1",120,"B",1,1,0,1
981,NA,NA,NA,26,32,593,38,34,"R1",120,"C+",1,1,0,0
982,NA,54,59,25,55,351,38,30,"R1",120,"A-",1,1,0,1
984,NA,54,NA,28,58,247,35,30,"R1",120,"B-",1,1,0,0
986,NA,NA,NA,25,6,72,37,29,"R1",120,"B+",1,1,0,1
988,NA,72,NA,31,75,297,31,29,"R1",120,"D",1,1,0,0
989,NA,51,64,22,67,427,34,26,"R1",120,"C-",1,1,0,0
994,NA,NA,NA,27,11,130,40,37,"R1",120,"A",1,1,0,1
995,NA,60,NA,28,59,252,30,25,"R1",120,"D",1,1,0,0
996,NA,55,51,NA,41,222,30,22,"R1",120,"C",1,1,0,0
997,NA,NA,NA,25,17,203,36,28,"R1",120,"B",1,1,0,1
998,NA,54,NA,24,51,272,35,27,"R1",120,"B",1,1,0,1
999,NA,NA,62,NA,NA,NA,28,22,"R1",120,"C",1,1,0,0
1000,NA,54,NA,27,39,97,33,29,"R1",120,"A-",1,1,0,1
1001,NA,51,57,25,9,162,35,29,"R1",120,"B",1,1,0,1
1004,NA,61,NA,28,103,677,35,30,"R1",120,"B",1,1,0,1
1005,NA,NA,NA,27,45,499,36,35,"R1",120,"A-",1,1,0,1
1006,NA,50,NA,20,13,94,39,29,"R1",120,"B",1,1,0,1
1007,NA,NA,NA,25,11,175,36,29,"R1",120,"A",1,1,0,1
1009,NA,NA,67,26,60,444,38,34,"R1",120,"B",1,1,0,1
1010,NA,56,61,27,135,450,28,22,"R1",120,"B",1,1,0,1
1011,NA,NA,73,30,NA,NA,26,22,"R1",120,"D",1,1,0,0
1013,NA,60,61,NA,49,447,37,29,"R1",120,"B",1,1,0,1
1014,NA,45,NA,22,54,270,36,28,"R1",120,"D",1,1,0,0
1017,NA,NA,NA,26,101,275,31,25,"R1",120,"C",1,1,0,0
1018,NA,NA,53,25,45,307,31,24,"R1",120,"C",1,1,0,0
1020,NA,NA,NA,24,18,241,38,34,"R1",120,"D",1,1,0,0
1021,NA,NA,70,NA,58,620,34,25,"R1",120,"D+",1,1,0,0
1022,NA,NA,70,27,37,266,31,24,"R1",120,"D-",1,1,0,0
1023,NA,66,NA,25,39,239,35,28,"R1",122,"C+",0,1,0,0
1025,NA,NA,NA,28,17,333,38,34,"R1",120,"A",1,1,0,1
1027,NA,NA,NA,28,125,435,36,34,"R1",122,"B",0,1,0,1
1028,NA,NA,60,25,127,445,36,31,"R1",120,"B",1,1,0,1
1029,NA,NA,62,24,NA,NA,30,22,"R1",120,"A",1,1,0,1
1030,NA,NA,68,NA,2,51,40,37,"R1",120,"A",1,1,0,1
1032,NA,NA,NA,23,52,137,34,24,"R1",120,"C-",1,1,0,0
1033,NA,55,NA,26,50,557,38,34,"R1",120,"C",1,1,0,0
1035,NA,NA,NA,29,181,471,30,27,"R1",120,"C-",1,1,0,0
1036,NA,64,60,NA,111,356,28,22,"R1",120,"C+",1,1,0,0
1038,NA,NA,NA,NA,164,645,32,NA,"R1",120,"D-",1,1,0,0
1040,NA,59,NA,27,1,58,40,36,"R1",120,"B",1,1,0,1
1041,NA,NA,NA,24,85,317,31,26,"R1",120,"A",1,1,0,1
1043,NA,61,NA,25,22,322,40,35,"R1",120,"A+",1,1,0,1
1045,NA,59,NA,24,92,411,38,32,"R1",120,"B",1,1,0,1
1046,NA,NA,71,29,NA,NA,30,30,"R1",120,"C-",1,1,0,0
1047,NA,NA,57,23,166,353,32,25,"R1",120,"D",1,1,0,0
1048,NA,NA,NA,24,4,36,36,31,"R1",120,"B+",1,1,0,1
1049,NA,NA,NA,29,22,112,37,35,"R1",120,"A",1,1,0,1
1050,NA,65,NA,30,9,294,38,35,"R1",120,"A-",1,1,0,1
1051,NA,57,NA,29,7,44,36,35,"R1",120,"A-",1,1,0,1
1053,NA,61,NA,25,44,171,33,27,"R1",120,"B",1,1,0,1
1057,NA,NA,60,27,299,437,23,21,"R1",120,"C-",1,1,0,0
1063,NA,66,NA,28,171,677,33,27,"R1",120,"C+",1,1,0,0
1066,NA,NA,52,25,31,390,38,32,"R1",120,"B",1,1,0,1
1067,NA,NA,66,NA,6,35,NA,NA,"R1",120,"A",1,1,0,1
1068,NA,NA,NA,22,41,343,36,29,"R1",120,"C-",1,1,0,0
1069,NA,NA,46,22,36,211,35,28,"R1",120,"D+",1,1,0,0
1070,NA,NA,NA,25,99,418,34,28,"R1",117,"A",0,0,0,1
1071,NA,NA,59,27,30,360,37,32,"R1",117,"A-",0,0,0,1
1072,NA,50,NA,25,56,293,34,26,"R1",120,"D",1,1,0,0
1073,NA,NA,NA,25,13,75,40,36,"R1",117,"A-",0,0,0,1
1077,NA,NA,46,23,41,612,36,29,"R1",120,"C-",1,1,0,0
1078,NA,57,NA,27,98,405,35,29,"R1",120,"B+",1,1,0,1
1079,NA,NA,65,27,3,350,40,37,"R1",120,"A-",1,1,0,1
1080,NA,NA,NA,27,9,101,38,34,"R1",120,"A-",1,1,0,1
1081,NA,60,NA,25,8,59,38,34,"R1",120,"B+",1,1,0,1
1082,NA,NA,NA,23,82,396,34,25,"R1",120,"D",1,1,0,0
1086,NA,NA,64,NA,31,563,38,35,"R1",120,"C+",1,1,0,0
1087,NA,55,50,26,32,201,34,28,"R1",120,"C-",1,1,0,0
1088,NA,NA,72,NA,NA,NA,28,25,"R1",120,"C-",1,1,0,0
1089,NA,44,NA,27,34,294,39,35,"R1",120,"B-",1,1,0,0
1090,NA,60,NA,27,21,235,37,33,"R1",120,"C+",1,1,0,0
1091,NA,NA,54,26,136,415,30,23,"R1",120,"C",1,1,0,0
1092,NA,41,NA,22,44,373,36,25,"R1",120,"D",1,1,0,0
1093,NA,53,NA,25,61,277,36,30,"R1",120,"C-",1,1,0,0
1094,NA,65,NA,30,17,297,38,35,"R1",120,"A",1,1,0,1
1095,NA,61,65,NA,NA,NA,36,33,"R1",120,"A",1,1,0,1
1097,NA,NA,63,26,301,732,30,23,"R1",122,"D",0,1,0,0
1097,NA,NA,63,26,301,732,30,23,"R1",122,"C-",0,1,0,0
1100,NA,NA,59,26,216,682,32,23,"R1",120,"B",1,1,0,1
1102,NA,60,NA,23,163,671,33,26,"R1",120,"B",1,1,0,1
1104,NA,NA,63,NA,172,433,30,25,"R1",117,"",0,0,0,NA
1105,NA,54,NA,26,21,270,39,34,"R1",120,"A-",1,1,0,1
1108,NA,37,NA,22,98,354,36,29,"R1",120,"D",1,1,0,0
1111,NA,61,NA,24,104,405,33,25,"R1",120,"C+",1,1,0,0
1115,NA,NA,55,NA,NA,NA,39,33,"R1",120,"C",1,1,0,0
1117,NA,57,66,26,54,565,37,32,"R1",120,"C",1,1,0,0
1118,NA,52,NA,27,22,262,38,33,"R1",120,"A-",1,1,0,1
1119,NA,61,NA,28,NA,NA,31,29,"R1",120,"D",1,1,0,0
1121,NA,NA,63,27,NA,NA,25,23,"R1",120,"D-",1,1,0,0
1123,NA,58,66,29,46,338,37,34,"R1",120,"A",1,1,0,1
1125,NA,NA,NA,28,29,312,38,34,"R1",120,"A",1,1,0,1
1126,NA,NA,NA,29,1,635,39,37,"R1",120,"A-",1,1,0,1
1231,NA,67,61,NA,NA,NA,20,13,"R1",126,"C-",0,1,0,0
1361,NA,NA,51,27,79,353,35,29,"R1",120,"C-",1,1,0,0
1373,NA,NA,NA,27,19,288,39,37,"R1",120,"B+",1,1,0,1
1379,NA,54,38,19,124,557,37,24,"R1",120,"C",1,1,0,0
1388,NA,NA,NA,24,345,765,34,27,"R1",210,"B",0,0,0,1
1390,NA,58,NA,29,12,123,38,36,"R1",120,"S",1,1,0,NA
1397,NA,NA,NA,22,9,187,39,33,"R1",117,"B+",0,0,0,1
1404,NA,NA,NA,NA,NA,NA,NA,NA,"R1",120,"A",1,1,0,1
1406,NA,55,NA,27,36,272,37,32,"R1",120,"C",1,1,0,0
1410,NA,NA,71,28,NA,NA,39,36,"R1",120,"A",1,1,0,1
1415,NA,NA,NA,22,10,155,38,31,"R1",120,"A-",1,1,0,1
1419,NA,NA,55,25,13,156,37,32,"R1",120,"B",1,1,0,1
1424,NA,59,NA,29,45,106,31,27,"R1",120,"B",1,1,0,1
1434,NA,58,NA,29,17,245,39,36,"R1",120,"A-",1,1,0,1
1441,NA,NA,NA,19,66,412,36,22,"R1",210,"B-",0,0,0,0
1466,NA,NA,NA,24,81,617,37,28,"R1",117,"A-",0,0,0,1
1472,NA,NA,NA,21,89,445,36,27,"R1",120,"B+",1,1,0,1
1480,NA,NA,NA,23,32,294,35,26,"R1",120,"B",1,1,0,1
1489,NA,NA,NA,22,97,353,35,24,"R1",120,"B+",1,1,0,1
1499,NA,55,NA,26,27,478,38,33,"R1",120,"A",1,1,0,1
1506,NA,59,55,25,176,565,36,29,"R1",120,"C",1,1,0,0
1508,NA,NA,68,27,76,705,36,30,"R1",117,"A",0,0,0,1
1525,NA,50,NA,26,10,60,37,31,"R1",117,"",0,0,0,NA
1528,NA,55,NA,25,92,320,31,22,"R1",117,"S",0,0,0,NA
1569,NA,NA,NA,19,51,270,36,22,"R1",117,"B+",0,0,0,1
1572,NA,67,60,31,15,115,35,33,"R1",120,"",1,1,0,NA
1577,NA,66,NA,28,21,367,35,33,"R1",120,"A-",1,1,0,1
1584,NA,NA,NA,31,NA,NA,32,33,"R1",210,"C+",0,0,0,0
1588,NA,NA,59,28,220,445,33,27,"R1",120,"A",1,1,0,1
1591,NA,61,64,27,6,142,39,34,"R1",120,"B+",1,1,0,1
1606,NA,57,NA,26,25,353,39,35,"R1",120,"B",1,1,0,1
1610,NA,NA,61,NA,8,414,38,35,"R1",117,"A",0,0,0,1
1619,NA,NA,NA,22,27,125,36,27,"R1",117,"C+",0,0,0,0
1640,NA,NA,52,23,NA,NA,34,23,"R1",120,"B+",1,1,0,1
1643,NA,NA,NA,22,10,149,38,31,"R1",117,"A-",0,0,0,1
1649,NA,58,NA,28,22,128,32,24,"R1",120,"C+",1,1,0,0
1659,NA,53,64,27,28,663,40,34,"R1",120,"A",1,1,0,1
1663,NA,NA,54,NA,66,746,35,27,"R1",120,"A",1,1,0,1
1667,NA,NA,NA,23,4,185,40,30,"R1",120,"B+",1,1,0,1
1670,NA,NA,66,31,0,0,28,26,"R1",120,"D",1,1,0,0
1677,NA,61,NA,26,40,255,33,24,"R1",120,"A-",1,1,0,1
1684,NA,NA,NA,27,85,416,36,32,"R1",120,"C",1,1,0,0
1685,NA,NA,NA,24,91,497,37,28,"R1",120,"B",1,1,0,1
1693,NA,48,NA,26,95,413,34,26,"R1",120,"C+",1,1,0,0
1694,NA,NA,47,24,136,486,36,24,"R1",120,"D",1,1,0,0
1696,NA,68,63,32,192,486,32,31,"R1",120,"B+",1,1,0,1
1697,NA,NA,NA,26,41,330,34,25,"R1",120,"A",1,1,0,1
1699,NA,NA,NA,25,18,310,39,29,"R1",120,"B+",1,1,0,1
1700,NA,52,NA,26,35,652,39,34,"R1",120,"A-",1,1,0,1
1701,NA,NA,63,NA,30,148,38,33,"R1",120,"B",1,1,0,1
1702,NA,NA,58,24,120,461,37,28,"R1",120,"A-",1,1,0,1
1703,NA,NA,NA,31,71,474,35,34,"R1",120,"A+",1,1,0,1
1704,NA,NA,NA,28,125,776,40,34,"R1",120,"C",1,1,0,0
1706,NA,66,58,26,227,634,33,24,"R1",120,"B",1,1,0,1
1710,NA,48,NA,23,40,286,39,30,"R1",120,"B",1,1,0,1
1711,NA,56,NA,24,36,529,39,30,"R1",120,"B+",1,1,0,1
1714,NA,NA,46,22,17,209,36,25,"R1",120,"B+",1,1,0,1
1715,NA,63,58,25,64,644,39,32,"R1",120,"A-",1,1,0,1
1716,NA,NA,59,28,24,386,38,35,"R1",120,"A",1,1,0,1
1717,NA,NA,NA,24,0,0,38,31,"R1",120,"B+",1,1,0,1
1720,NA,48,NA,25,25,286,37,31,"R1",120,"B+",1,1,0,1
1722,NA,NA,NA,27,2,177,40,36,"R1",120,"A-",1,1,0,1
1724,NA,NA,65,NA,0,0,28,25,"R1",120,"C",1,1,0,0
1726,NA,57,60,28,20,452,30,24,"R1",120,"C",1,1,0,0
1730,NA,NA,NA,25,3,52,40,34,"R1",120,"A",1,1,0,1
1731,NA,NA,75,NA,318,776,33,36,"R1",122,"B+",0,1,0,1
1735,NA,NA,NA,27,43,265,38,32,"R1",120,"A",1,1,0,1
1737,NA,NA,NA,22,121,423,34,26,"R1",120,"D+",1,1,0,0
1740,NA,NA,NA,23,22,319,39,28,"R1",120,"C+",1,1,0,0
1741,NA,NA,NA,25,121,663,35,29,"R1",120,"B",1,1,0,1
1742,NA,49,45,25,96,414,36,30,"R1",120,"C",1,1,0,0
1743,NA,NA,NA,24,25,131,38,28,"R1",120,"B",1,1,0,1
1747,NA,56,NA,20,21,120,37,25,"R1",120,"B",1,1,0,1
1752,NA,NA,63,25,142,525,35,28,"R1",120,"B+",1,1,0,1
1753,NA,60,53,25,36,235,37,29,"R1",120,"B+",1,1,0,1
1754,NA,51,NA,26,21,85,33,28,"R1",120,"C",1,1,0,0
1755,NA,NA,69,NA,0,0,32,30,"R1",120,"B-",1,1,0,0
1760,NA,NA,NA,30,15,236,38,36,"R1",120,"B",1,1,0,1
1761,NA,NA,55,NA,70,270,34,25,"R1",117,"B+",0,0,0,1
1762,NA,NA,NA,21,52,402,37,27,"R1",120,"C+",1,1,0,0
1764,NA,53,52,26,10,328,37,29,"R1",120,"B+",1,1,0,1
1768,NA,61,65,26,23,524,40,34,"R1",120,"A",1,1,0,1
1770,NA,NA,NA,28,1,647,40,37,"R1",120,"B+",1,1,0,1
1778,NA,NA,NA,28,50,577,39,35,"R1",120,"A+",1,1,0,1
1788,NA,NA,NA,25,12,237,40,34,"R1",120,"A",1,1,0,1
1789,NA,61,57,27,60,416,37,27,"R1",117,"",0,0,0,NA
1792,NA,NA,NA,25,25,128,35,29,"R1",120,"B-",1,1,0,0
1798,NA,59,61,NA,17,798,38,32,"R1",120,"B-",1,1,0,0
1804,NA,NA,NA,22,45,351,35,24,"R1",120,"B-",1,1,0,0
1810,NA,NA,54,23,11,340,39,31,"R1",120,"A",1,1,0,1
1811,NA,NA,NA,24,153,888,35,25,"R1",120,"C+",1,1,0,0
1814,NA,NA,58,27,18,584,39,34,"R1",120,"B+",1,1,0,1
1820,NA,NA,58,28,12,486,39,34,"R1",120,"A+",1,1,0,1
1823,NA,NA,NA,24,174,629,32,26,"R1",120,"C+",1,1,0,0
1825,NA,NA,64,31,82,296,34,27,"R1",120,"A-",1,1,0,1
1826,NA,56,NA,23,10,116,38,27,"R1",120,"C+",1,1,0,0
1832,NA,NA,NA,24,8,90,39,32,"R1",120,"C",1,1,0,0
1833,NA,58,54,26,42,398,38,29,"R1",117,"A",0,0,0,1
1836,NA,NA,52,25,100,649,37,31,"R1",120,"B-",1,1,0,0
1840,NA,55,NA,23,3,75,39,28,"R1",117,"",0,0,0,NA
1841,NA,NA,65,27,201,437,30,27,"R1",128,"C",0,1,0,0
1842,NA,57,NA,25,31,104,31,24,"R1",120,"C-",1,1,0,0
1848,NA,NA,NA,25,1,112,40,34,"R1",122,"B+",0,1,0,1
1849,NA,NA,NA,26,86,383,34,27,"R1",117,"A",0,0,0,1
1850,NA,55,NA,27,3,66,39,32,"R1",120,"C+",1,1,0,0
1852,NA,NA,62,26,116,470,37,32,"R1",120,"B-",1,1,0,0
1854,NA,47,NA,26,79,644,40,34,"R1",120,"A-",1,1,0,1
1856,NA,57,NA,25,6,308,40,32,"R1",120,"B+",1,1,0,1
1859,NA,NA,58,NA,12,257,36,26,"R1",117,"A-",0,0,0,1
1868,NA,NA,NA,23,10,101,37,28,"R1",120,"B",1,1,0,1
1869,NA,NA,64,29,110,331,33,27,"R1",120,"C+",1,1,0,0
1874,NA,47,60,26,32,244,36,29,"R1",120,"A-",1,1,0,1
1875,NA,NA,NA,25,5,64,38,32,"R1",120,"B",1,1,0,1
1877,NA,60,NA,27,4,80,39,34,"R1",109,"A",0,0,0,1
1878,NA,NA,NA,29,29,338,39,36,"R1",120,"B",1,1,0,1
1886,NA,56,60,25,86,430,38,29,"R1",120,"B+",1,1,0,1
1891,NA,71,NA,30,25,440,35,35,"R1",120,"A",1,1,0,1
1892,NA,NA,NA,25,82,184,32,26,"R1",120,"B",1,1,0,1
1894,NA,53,NA,26,7,61,35,30,"R1",120,"C+",1,1,0,0
1895,NA,NA,NA,27,73,631,36,31,"R1",120,"B+",1,1,0,1
1898,NA,NA,NA,23,112,414,36,28,"R1",120,"C",1,1,0,0
1899,NA,0,NA,22,4,27,40,28,"R1",120,"C",1,1,0,0
1900,NA,60,NA,25,8,126,40,34,"R1",120,"B+",1,1,0,1
1901,NA,52,56,24,84,209,33,26,"R1",120,"A-",1,1,0,1
1902,NA,NA,NA,29,66,197,34,32,"R1",120,"A",1,1,0,1
1903,NA,NA,59,23,43,633,39,29,"R1",120,"C",1,1,0,0
1906,NA,69,71,28,19,545,39,34,"R1",120,"A",1,1,0,1
1915,NA,NA,72,NA,2,9,36,37,"R1",120,"A+",1,1,0,1
1916,NA,NA,NA,27,116,419,36,31,"R1",120,"A-",1,1,0,1
1919,NA,NA,65,24,32,232,38,29,"R1",120,"B",1,1,0,1
1920,NA,NA,61,NA,13,345,38,33,"R1",120,"A-",1,1,0,1
1924,NA,NA,57,26,58,297,35,30,"R1",120,"B+",1,1,0,1
1925,NA,NA,NA,29,6,68,35,31,"R1",120,"B",1,1,0,1
1926,NA,50,NA,26,50,390,35,25,"R1",117,"C",0,0,0,0
1928,NA,70,NA,27,64,260,33,27,"R1",120,"C+",1,1,0,0
1930,NA,NA,67,NA,5,328,39,37,"R1",120,"B+",1,1,0,1
1932,NA,64,NA,28,116,378,30,24,"R1",120,"B-",1,1,0,0
1933,NA,64,NA,27,50,262,37,30,"R1",120,"S",1,1,0,NA
1939,NA,NA,NA,27,3,183,40,36,"R1",120,"B+",1,1,0,1
1940,NA,NA,NA,28,1,12,40,37,"R1",120,"A",1,1,0,1
1941,NA,NA,NA,25,63,423,37,28,"R1",120,"C+",1,1,0,0
1942,NA,58,NA,25,16,338,39,30,"R1",120,"B",1,1,0,1
1947,NA,53,NA,25,36,473,39,30,"R1",117,"",0,0,0,NA
1950,NA,NA,61,30,15,574,38,33,"R1",120,"B+",1,1,0,1
1952,NA,NA,52,21,74,608,36,25,"R1",120,"B",1,1,0,1
1954,NA,NA,NA,23,5,79,39,31,"R1",120,"B+",1,1,0,1
1955,NA,52,NA,25,21,100,36,26,"R1",120,"B",1,1,0,1
1958,NA,NA,52,24,42,684,39,31,"R1",120,"A-",1,1,0,1
1959,NA,58,NA,26,56,404,37,32,"R1",120,"B",1,1,0,1
1960,NA,NA,NA,23,85,664,37,26,"R1",120,"C",1,1,0,0
1967,NA,NA,66,27,150,479,33,25,"R1",120,"A-",1,1,0,1
1970,NA,NA,NA,29,15,630,39,33,"R1",120,"B+",1,1,0,1
1971,NA,NA,NA,22,98,342,33,24,"R1",120,"C-",1,1,0,0
1977,NA,NA,NA,27,15,169,39,35,"R1",120,"A-",1,1,0,1
1978,NA,NA,65,28,24,492,39,33,"R1",120,"B+",1,1,0,1
1981,NA,NA,NA,26,24,630,37,31,"R1",120,"A+",1,1,0,1
1984,NA,NA,50,NA,24,343,39,27,"R1",117,"",0,0,0,NA
1994,NA,NA,NA,25,47,436,37,30,"R1",120,"B+",1,1,0,1
1995,NA,NA,NA,27,144,472,37,30,"R1",120,"B-",1,1,0,0
1998,NA,NA,NA,27,24,351,39,30,"R1",120,"C-",1,1,0,0
2008,NA,54,NA,27,44,655,36,28,"R1",120,"B+",1,1,0,1
2009,NA,60,NA,26,104,384,35,27,"R1",120,"C",1,1,0,0
2014,NA,58,61,26,0,0,40,35,"R1",120,"D+",1,1,0,0
2018,NA,68,67,26,135,264,31,24,"R1",120,"B",1,1,0,1
2020,NA,55,58,25,18,310,40,35,"R1",120,"A",1,1,0,1
2021,NA,64,64,29,154,662,30,27,"R1",120,"B+",1,1,0,1
2022,NA,NA,NA,29,134,423,33,24,"R1",210,"",0,0,0,NA
2024,NA,NA,67,NA,0,0,39,36,"R1",120,"A-",1,1,0,1
2025,NA,NA,52,NA,0,0,35,26,"R1",120,"B",1,1,0,1
2032,NA,52,NA,27,74,270,34,28,"R1",120,"A",1,1,0,1
2038,NA,NA,64,26,37,423,39,31,"R1",120,"A-",1,1,0,1
2044,NA,51,NA,26,212,665,34,27,"R1",120,"B-",1,1,0,0
2049,NA,NA,66,29,43,458,38,36,"R1",120,"A-",1,1,0,1
2054,NA,52,NA,24,0,0,40,32,"R1",120,"B+",1,1,0,1
2059,NA,NA,67,29,41,393,38,32,"R1",120,"B",1,1,0,1
2061,NA,NA,62,28,30,310,38,34,"R1",120,"A",1,1,0,1
2062,NA,NA,62,NA,0,0,33,24,"R1",120,"B-",1,1,0,0
2063,NA,NA,NA,27,54,424,38,32,"R1",120,"A",1,1,0,1
2068,NA,NA,62,NA,11,177,35,31,"R1",120,"A",1,1,0,1
2073,NA,61,NA,28,13,260,40,34,"R1",120,"A-",1,1,0,1
2076,NA,NA,NA,25,122,598,36,26,"R1",120,"B+",1,1,0,1
2077,NA,62,73,27,51,290,36,30,"R1",120,"B",1,1,0,1
2090,NA,NA,NA,26,44,264,39,33,"R1",120,"B-",1,1,0,0
2094,NA,NA,49,21,14,58,38,24,"R1",117,"A",0,0,0,1
2101,NA,NA,NA,21,0,0,35,25,"R1",120,"B",1,1,0,1
2105,NA,NA,NA,27,119,627,31,25,"R1",120,"B",1,1,0,1
2106,NA,57,68,27,25,243,38,33,"R1",120,"C-",1,1,0,0
2109,NA,58,61,NA,0,0,35,31,"R1",120,"B+",1,1,0,1
2110,NA,58,NA,25,19,431,40,27,"R1",120,"A",1,1,0,1
2111,NA,50,58,25,83,437,37,30,"R1",120,"B-",1,1,0,0
2112,NA,NA,NA,24,7,45,37,28,"R1",120,"B-",1,1,0,0
2113,NA,NA,NA,24,63,517,37,29,"R1",120,"C",1,1,0,0
2116,NA,NA,NA,29,58,331,38,31,"R1",128,"C",0,1,0,0
2117,NA,NA,69,31,0,0,35,31,"R1",120,"C",1,1,0,0
2118,NA,75,NA,28,71,380,34,27,"R1",120,"A-",1,1,0,1
2120,NA,59,NA,25,22,375,39,32,"R1",120,"B+",1,1,0,1
2125,NA,NA,NA,26,24,339,39,33,"R1",120,"B+",1,1,0,1
2133,NA,NA,NA,25,0,0,39,31,"R1",120,"B-",1,1,0,0
2135,NA,50,NA,23,28,504,39,30,"R1",120,"B",1,1,0,1
2136,NA,NA,63,31,178,479,32,28,"R1",120,"A",1,1,0,1
2138,NA,NA,57,28,1,421,40,35,"R1",120,"A",1,1,0,1
2139,NA,NA,68,29,6,93,37,36,"R1",120,"B+",1,1,0,1
2140,NA,NA,65,NA,4,285,39,36,"R1",120,"A",1,1,0,1
2144,NA,63,NA,26,1,231,40,35,"R1",120,"A",1,1,0,1
2147,NA,60,NA,30,1,404,40,37,"R1",120,"B",1,1,0,1
2153,NA,59,NA,23,4,149,39,31,"R1",120,"A-",1,1,0,1
2156,NA,NA,NA,31,60,348,36,34,"R1",120,"B+",1,1,0,1
2159,NA,58,NA,26,8,309,40,34,"R1",120,"B",1,1,0,1
2167,NA,NA,69,NA,144,366,28,27,"R1",122,"A-",0,1,0,1
2173,NA,68,NA,31,21,226,36,34,"R1",120,"B",1,1,0,1
2179,NA,NA,58,26,0,24,34,28,"R1",120,"B",1,1,0,1
2180,NA,NA,NA,27,22,620,39,33,"R1",120,"B",1,1,0,1
2187,NA,49,NA,24,34,308,37,27,"R1",120,"C-",1,1,0,0
2192,NA,58,NA,24,22,245,32,25,"R1",120,"B-",1,1,0,0
2194,NA,50,57,NA,0,0,36,28,"R1",120,"B",1,1,0,1
2200,NA,64,NA,29,32,139,37,35,"R1",120,"A",1,1,0,1
2202,NA,NA,NA,27,71,325,36,29,"R1",117,"B+",0,0,0,1
2205,NA,NA,NA,25,5,103,39,29,"R1",117,"A-",0,0,0,1
2209,NA,NA,NA,32,154,479,34,29,"R1",120,"C-",1,1,0,0
2212,NA,NA,NA,30,118,286,30,27,"R1",120,"B+",1,1,0,1
2214,NA,NA,NA,28,100,370,32,25,"R1",120,"C",1,1,0,0
2215,NA,NA,NA,21,137,515,35,24,"R1",120,"C",1,1,0,0
2222,NA,51,NA,23,96,322,33,26,"R1",120,"C-",1,1,0,0
2224,NA,NA,NA,27,26,617,40,33,"R1",120,"A",1,1,0,1
2225,NA,NA,NA,23,26,177,35,25,"R1",120,"C+",1,1,0,0
2226,NA,NA,NA,27,0,0,31,25,"R1",120,"D+",1,1,0,0
2231,NA,NA,60,28,0,0,36,31,"R1",120,"B",1,1,0,1
2235,NA,NA,66,NA,0,0,39,37,"R1",120,"A",1,1,0,1
2236,NA,NA,74,32,77,479,37,35,"R1",120,"A",1,1,0,1
2237,NA,NA,NA,26,58,325,37,29,"R1",120,"C",1,1,0,0
2238,NA,NA,NA,25,38,263,38,32,"R1",120,"B",1,1,0,1
2241,NA,NA,NA,27,5,204,39,33,"R1",120,"B-",1,1,0,0
2251,NA,58,NA,23,8,197,40,30,"R1",120,"C",1,1,0,0
2264,NA,NA,NA,29,1,148,40,36,"R1",120,"B+",1,1,0,1
2266,NA,NA,NA,26,36,296,37,32,"R1",117,"A",0,0,0,1
2268,NA,NA,55,25,88,662,38,29,"R1",120,"C+",1,1,0,0
2269,NA,NA,NA,26,195,517,32,26,"R1",120,"B",1,1,0,1
2275,NA,57,55,25,50,385,38,30,"R1",120,"B-",1,1,0,0
2280,NA,55,NA,22,0,0,36,27,"R1",120,"C",1,1,0,0
2286,NA,NA,68,NA,0,0,32,29,"R1",120,"A-",1,1,0,1
2293,NA,60,NA,26,36,268,36,32,"R1",120,"C+",1,1,0,0
2303,NA,NA,65,31,19,416,39,36,"R1",120,"A",1,1,0,1
2309,NA,47,NA,22,31,118,33,24,"R1",120,"C",1,1,0,0
2310,NA,NA,64,NA,0,0,39,35,"R1",120,"C+",1,1,0,0
2316,NA,49,NA,22,74,469,38,25,"R1",120,"B-",1,1,0,0
2319,NA,NA,NA,26,117,418,35,27,"R1",120,"A-",1,1,0,1
2324,NA,42,NA,25,12,530,39,31,"R1",120,"A",1,1,0,1
2326,NA,NA,65,29,90,403,34,29,"R1",120,"A-",1,1,0,1
2338,NA,55,NA,24,23,85,35,28,"R1",120,"B-",1,1,0,0
2341,NA,56,NA,28,323,617,32,25,"R1",120,"B",1,1,0,1
2346,NA,NA,62,NA,85,445,36,29,"R1",210,"B-",0,0,0,0
2351,NA,NA,NA,25,95,554,37,29,"R1",120,"B-",1,1,0,0
2354,NA,43,NA,25,68,264,37,28,"R1",120,"B-",1,1,0,0
2358,NA,NA,61,NA,0,0,30,26,"R1",120,"D+",1,1,0,0
2364,NA,48,NA,24,187,618,36,27,"R1",120,"C+",1,1,0,0
2390,NA,NA,NA,27,0,0,39,33,"R1",120,"A-",1,1,0,1
2397,NA,NA,NA,25,191,472,36,27,"R1",120,"B",1,1,0,1
2414,NA,53,NA,23,71,413,38,29,"R1",120,"A-",1,1,0,1
